Text,Start Location,End Location,Is Quote,Speaker,Context,Entity Name
I would like to point out that Primrose and Gylfie are not males.”,29121,29138,True,172:Barran.F,"maid snake had shaken off teacups. There were not many rules at the Great Ga’Hoole Tree but, as Matron instructed the young owls, there were to be no wet poop jokes anywhere, and especially not in the dining hollow. Therefore, the nest snakes were under orders, if it was teatime and they were serving, to immediately dismiss the culprits, and this was accomplished in just the manner Mrs. P. had done when she shook herself. They were ordered to go see Boron and Barran. As could be expected, Barran scolded them and told them that their behavior was shocking.“Poor form,” she called it. Boron kept muttering,“Don’t be too hard on them, dear. They’re just youngsters. Young males do that kind of thing.”“Boron, I would like to point out that Primrose and Gylfie are not males.”“Oh, but I still know a lot of wet poop jokes,” Primrose tooted up. The air was laced with the soft churr sounds that owls make when they laugh. They were all churring except for Barran. Boron was churring the hardest. His big white fluffy body was shaking so hard that he shook loose a few wisps of down.“Really! Boron! It’s not a laughing matter,” his mate said in dismay.“But it is, my dear. That’s the point.” And he began to laugh even harder. The owls had already settled down for the day. It had been several hours since Madame Plonk had sung her lovely“Night Is Done” song and all had wished one another good light until the next night.",Barran
A few more months will make no difference.,3424,3512,True,756:the second man.?,"! My devotion to Your Lordship—”“Your devotion is nothing more than cowardice. You would not be here if you had anywhere else to go. How am I to survive without you, when I need feeding every few hours? Who is to milk Nagini?”“But you seem so much stronger, My Lord—”“Liar,” breathed the second voice.“I am no stronger, and a few days alone would be enough to rob me of the little health I have regained under your clumsy care. Silence!” Wormtail, who had been sputtering incoherently, fell silent at once. For a few seconds, Frank could hear nothing but the fire crackling. Then the second man spoke once more, in a whisper that was almost a hiss.“I have my reasons for using the boy, as I have already explained to you, and I will use no other. I have waited thirteen years. A few more months will make no difference. As for the protection surrounding the boy, I believe my plan will be effective. All that is needed is a little courage from you, Wormtail— courage you will find, unless you wish to feel the full extent of Lord Voldemort’s wrath—”“My Lord, I must speak!” said Wormtail, panic in his voice now.“All through our journey I have gone over the plan in my head— My Lord, Bertha Jorkins’s disappearance will not go unnoticed for long, and if we proceed, if I murder—”“If?” whispered the second voice.“If? If you follow the plan, Wormtail, the Ministry need never know that anyone else has died. You will do it quietly and without fuss; I only wish that I could do it myself, but in my present condition… Come, Wormtail, one more death and our path to Harry Potter is clear. I am not asking you to do it alone. By that time, my faithful servant will have rejoined us",the second man
They are the masters of silent flight.,16247,16286,True,580:his father.?,"and the Mirror Lakes grew stronger and stronger.“Time to get up, young’uns.” It was the male puffin, nudging Soren with one of his large, orange, webbed feet.“Wind died down. You can fly out of here now. The wall’s weeping.”“Huh?” Soren asked.“What do you mean the wall’s weeping?”“The ice is melting. Means warm air, the thermals have come. Easy flying.” The other owls were already up and standing at the rim of the hollow. The wall certainly was weeping. Glistening with wetness, it appeared shimmering, almost fiery as the setting sun turned its ice into liquid flames of pink, then orange and red.“Dumpy,” his father called.“Come over here, son. I want you to step up here and watch the young’uns fly. They are the masters of silent flight. Never going to hear a wing flap with these owls!” Just before they took off, Soren looked at each of the owls. He wasn’t the only one who had dreamed of the Mirror Lakes. They all wanted to go back. Could it be that wrong if they all wanted to do it? Twilight slid in close to him.“Soren, the three of us have been thinking.”“Yes?”“Thinking about The Beaks and the Mirror Lakes. We’ve been thinking, why not go back there for just a little while? You know, just to kind of rest up, get this fish out of our system. Eat us some nice fat voles, then go on to the Great Ga’Hoole Tree.” It was so tempting, so tempting. Soren felt Mrs. Plithiver shift in the feathers between his",his father
"I don’t think much of your manners,",5181,5216,True,175:Frank.M,"that you are not a wizard.”“I don’t know what you mean by wizard,” said Frank, his voice growing steadier.“All I know is I’ve heard enough to interest the police tonight, I have. You’ve done murder and you’re planning more! And I’ll tell you this too,” he added, on a sudden inspiration,“my wife knows I’m up here, and if I don’t come back—”“You have no wife,” said the cold voice, very quietly.“Nobody knows you are here. You told nobody that you were coming. Do not lie to Lord Voldemort, Muggle, for he knows… he always knows.…”“Is that right?” said Frank roughly.“Lord, is it? Well, I don’t think much of your manners, My Lord. Turn’ round and face me like a man, why don’t you?”“But I am not a man, Muggle,” said the cold voice, barely audible now over the crackling of the flames.“I am much, much more than a man. However… why not? I will face you.… Wormtail, come turn my chair around.” The servant gave a whimper.“You heard me, Wormtail.” Slowly, with his face screwed up, as though he would rather have done anything than approach his master and the hearth rug where the snake lay, the small man walked forward and began to turn the chair. The snake lifted its ugly triangular head and hissed slightly as the legs of the chair snagged on its rug. And then the chair was facing Frank, and he saw what was sitting in it.",Frank
“For those who believe.”,5347,5353,True,142:Swatums.?,"simple about in- visibleness?“Well, young’uns,” Swatums answered,“there is nothing simple. It’s just that it has been said that the Great Ga’Hoole Tree is invisible. That it grows on the island in the middle of a vast sea, a sea called Hoolemere that is nearly as wide as an ocean. A sea that is always wrapped in fog, an island feathered in blizzards, and a tree veiled in mist.”“So,” said Twilight,“it’s not really invisible, it’s just bad weather.”“Not exactly,” replied Swatums. Twilight cocked his head.“It seems that for some the fog lifts, the blizzards stop, and the mist blows away.”“For some?” asked Gylfie.“For those who believe.” Swatums paused and then sniffed in disdain.“But do they say what? Believe in what? No. You see, that is the problem. Owls with fancy ideas— ridiculous! That’s how you get into trouble. Sweetums and I don’t believe in fancy ideas. Fancy ideas don’t keep the belly full and the gizzard grinding. Sugar gliders, plump rats, voles— that’s what counts.” Sweetums nodded and Swatums went over and began preening her for the millionth time that day. Soren knew in that moment that even if he were starving to death, he would still find Sweetums and Swatums the most boring owls on Earth. That late afternoon as they nestled in the hollow, waiting for First Black, Gylfie stirred sleepily.“You awake, Soren",Swatums
"“Yes,",3449,3454,True,325:the female.F,"one of the worms that had begun to crawl off Digger’s wing.“She had everything to do with it!” Soren bristled up and suddenly seemed almost as big as the Masked Owls.“If it hadn’t been for Mrs. P., I would have been dive- bombed from the rear and poor Digger would have never made it back.” The Masked Owls blinked.“Well, well.” The large female chuffed and stepped nervously from one talon to another.“We just aren’t used to such aggressive behavior from our nest- maids. Ours are rather meek, I guess, compared to this… What do you call her?”“Her name is Mrs. Plithiver,” Soren said slowly and distinctly with the contempt in his voice poorly concealed.“Yes, yes,” the female replied nervously.“Well, we discourage our nest- maids from socially mingling with us at any time, really.”“That was hardly a party, what happened up there in the sky, ma’am,” Twilight said hotly.“Well, now tell me, young’uns,” said the male as if he was desperately trying to change the subject.“Where are you heading? What are your plans?”“We’re going to Hoolemere and the Great Ga’Hoole Tree,” Soren said.“Oh, how interesting,” the female replied in a voice that had a sneer embedded in it.“Oh, Mummy,” said the young owlet.“That’s the place I was telling you about. Can’t we go?”“",the female
“Pay attention!,36446,36452,True,205:Elvan.?,"live coals, buried them, and flown with them! Soren had spent the first minutes of class being scared and the remainder being bored. If anyone had told him that it was possible to be both in the same practice, he would have said they were yoicks. It was odd that he hardly felt the heat. He remembered thinking this before when he was in the woods of The Beaks. He did notice, however, that Elvan’s fringe of light feathers below his beak seemed to be a permanently sooty gray. Soren thought of his own face, covered in pure white feathers. This was the most distinctive feature of Barn Owls, and he really did not want to think of it growing singed and sooty. Maybe he was vain but he couldn’t help it.“Pay attention! Soren!” Elvan barked.“You nearly ran into Otulissa.” Thank Glaux she couldn’t speak, thought Soren. That was the only good thing about colliering. It was hard to speak with a live coal in one’s mouth. So Otulissa was effectively shut up for once.“All right, rest time. Drop your coals,” Elvan announced. Rest wasn’t really rest, however, as the ryb lectured them the entire time.“Tomorrow you shall begin flying with the coals in your beaks. It is not that different, really, from walking. Although you must take care to keep your coal alive and burning.”“Yeah!” Bubo boomed.“Dead coals ain’t going to do me a bit of good, young’uns. No sense flying in",Elvan
Just put my name in!”,85956,85970,True,435:Angelina.F,"up early and put his name in,” Dean told Harry.“That big bloke from Slytherin who looks like a sloth.” Harry, who had played Quidditch against Warrington, shook his head in disgust.“We can’t have a Slytherin champion!”“And all the Hufflepuffs are talking about Diggory,” said Seamus contemptuously.“But I wouldn’t have thought he’d have wanted to risk his good looks.”“Listen!” said Hermione suddenly. People were cheering out in the entrance hall. They all swiveled around in their seats and saw Angelina Johnson coming into the Hall, grinning in an embarrassed sort of way. A tall black girl who played Chaser on the Gryffindor Quidditch team, Angelina came over to them, sat down, and said,“Well, I’ve done it! Just put my name in!”“You’re kidding!” said Ron, looking impressed.“Are you seventeen, then?” asked Harry.“’ Course she is, can’t see a beard, can you?” said Ron.“I had my birthday last week,” said Angelina.“Well, I’m glad someone from Gryffindor’s entering,” said Hermione.“I really hope you get it, Angelina!”“Thanks, Hermione,” said Angelina, smiling at her.“Yeah, better you than Pretty- Boy Diggory,” said Seamus, causing several Hufflepuffs passing their table to scowl heavily at him.“What’re we going to do today, then?” Ron asked Harry and Hermione when they had finished breakfast and were leaving the Great Hall.",Angelina
"“We’re going to split the thousand Galleons between the three of us if one of us wins,”",85297,85317,True,396:Lee Jordan.M,"of them put it in last night after we’d all gone to bed,” said Harry.“I would’ve if it had been me… wouldn’t have wanted everyone watching. What if the goblet just gobbed you right back out again?” Someone laughed behind Harry. Turning, he saw Fred, George, and Lee Jordan hurrying down the staircase, all three of them looking extremely excited.“Done it,” Fred said in a triumphant whisper to Harry, Ron, and Hermione.“Just taken it.”“What?” said Ron.“The Aging Potion, dung brains,” said Fred.“One drop each,” said George, rubbing his hands together with glee.“We only need to be a few months older.”“We’re going to split the thousand Galleons between the three of us if one of us wins,” said Lee, grinning broadly.“I’m not sure this is going to work, you know,” said Hermione warningly“I’m sure Dumbledore will have thought of this.” Fred, George, and Lee ignored her.“Ready?” Fred said to the other two, quivering with excitement.“C’m on, then— I’ll go first—” Harry watched, fascinated, as Fred pulled a slip of parchment out of his pocket bearing the words Fred Weasley— Hogwarts. Fred walked right up to the edge of the line and stood there, rocking on his toes like a diver preparing for a fifty- foot drop. Then, with the eyes of every person in the entrance hall upon him, he took a great breath and stepped over the line",Lee Jordan
“Why are they all sending Howlers?”,50291,50299,True,222:Ginny.F,"I want to play Quidditch,” said Harry suddenly.“Hang on, I’ll get my Firebolt.” Hermione left the room, muttering something that sounded very much like“Boys.”*** Neither Mr. Weasley nor Percy was at home much over the following week. Both left the house each morning before the rest of the family got up, and returned well after dinner every night.“It’s been an absolute uproar,” Percy told them importantly the Sunday evening before they were due to return to Hogwarts.“I’ve been putting out fires all week. People keep sending Howlers, and of course, if you don’t open a Howler straight away, it explodes. Scorch marks all over my desk and my best quill reduced to cinders.”“Why are they all sending Howlers?” asked Ginny, who was mending her copy of One Thousand Magical Herbs and Fungi with Spellotape on the rug in front of the living room fire.“Complaining about security at the World Cup,” said Percy.“They want compensation for their ruined property. Mundungus Fletcher’s put in a claim for a twelve- bedroomed tent with en- suite Jacuzzi, but I’ve got his number. I know for a fact he was sleeping under a cloak propped on sticks.” Mrs. Weasley glanced at the grandfather clock in the corner. Harry liked this clock. It was completely useless if you wanted to know the time, but otherwise very informative. It had nine golden hands, and each of them was engraved with one of the Weasley family’s names. There were no numerals",Ginny
“Don’t apologize for bothering me!,123804,123829,True,2112:the Fat Lady.F,"’s arrival.“Harry!” she panted, skidding to a halt beside him(the Fat Lady stared down at her, eyebrows raised).“Harry, you’ve got to come— you’ve got to come, the most amazing thing’s happened— please—” She seized Harry’s arm and started to try to drag him back along the corridor.“What’s the matter?” Harry said.“I’ll show you when we get there— oh come on, quick—” Harry looked around at Ron; he looked back at Harry, intrigued.“Okay,” Harry said, starting off back down the corridor with Hermione, Ron hurrying to keep up.“Oh don’t mind me!” the Fat Lady called irritably after them.“Don’t apologize for bothering me! I’ll just hang here, wide open, until you get back, shall I?”“Yeah, thanks!” Ron shouted over his shoulder.“Hermione, where are we going?” Harry asked, after she had led them down through six floors, and started down the marble staircase into the entrance hall.“You’ll see, you’ll see in a minute!” said Hermione excitedly. She turned left at the bottom of the staircase and hurried toward the door through which Cedric Diggory had gone the night after the Goblet of Fire had regurgitated his and Harry’s names. Harry had never been through here before. He and Ron followed Hermione down a flight of stone steps, but instead of ending up in a gloomy underground passage like the one that led to Snape’s dungeon, they found themselves in a broad stone corridor, brightly lit with torches",the Fat Lady
what in the name of ice are you?”,14196,14208,True,536:the creature.?,"Planty?” asked Soren.“I know what Digger’s talking about. That bright orange thing growing from the middle of its, I guess, face?”“What do you mean— you guess, face?” the creature hollered.“I mean, we’re pretty dumb, but you must be dumber if you can’t tell a face from a plant.”“Well, you look a bit like a cactus in bloom— the kind we have in the desert,” Digger said.“That’s my beak, idiot. I can assure you that neither I nor anyone in my family is a cactus in bloom— whatever a cactus is and whatever a desert is.”“Well, what are you?” Mrs. Plithiver finally spoke up.“Well, what in the name of ice are you?” the creature retorted.“I’m a snake… a nest- maid snake. I serve these most noble of birds, owls.”“Well,” said the creature who was not a cactus,“we’re just a bunch of puffins.”“Puffins!” Twilight hooted.“Puffins are northern birds, far northern birds.”“Duh!” said one of the little ones.“Gee, Pop, I’m feeling smarter all the time.”“But if you’re puffins,” Gylfie continued,“we must be in the North.”“Ta- da!” said one of the puffins.“Gee, you owls are getting smarter every minute!”“Does she get a prize, Mummy, for answering the question",the creature
"Anyway,",20683,20707,True,222:Ginny.F,"get us to ask what that event is ever since he started work. Probably an exhibition of thick- bottomed cauldrons.” In the middle of the table, Mrs. Weasley was arguing with Bill about his earring, which seemed to be a recent acquisition.“… with a horrible great fang on it. Really, Bill, what do they say at the bank?”“Mum, no one at the bank gives a damn how I dress as long as I bring home plenty of treasure,” said Bill patiently.“And your hair’s getting silly, dear,” said Mrs. Weasley, fingering her wand lovingly.“I wish you’d let me give it a trim.…”“I like it,” said Ginny, who was sitting beside Bill.“You’re so old- fashioned, Mum. Anyway, it’s nowhere near as long as Professor Dumbledore’s.…” Next to Mrs. Weasley, Fred, George, and Charlie were all talking spiritedly about the World Cup.“It’s got to be Ireland,” said Charlie thickly, through a mouthful of potato.“They flattened Peru in the semifinals.”“Bulgaria has got Viktor Krum, though,” said Fred.“Krum’s one decent player, Ireland has got seven,” said Charlie shortly.“I wish England had got through. That was embarrassing, that was.”“What happened?” said Harry eagerly, regretting more than ever his isolation from the wizarding world when he was stuck on Privet Drive.“Went down to Transylvania, three hundred and ninety to ten,” said Charlie gloomily.“Shocking performance. And Wales lost to Uganda, and",Ginny
"wouldn’t you,",24017,24075,True,239:Amos Diggory.?,"to the lightning scar on his forehead, but it always made him feel uncomfortable.“Ced’s talked about you, of course,” said Amos Diggory.“Told us all about playing against you last year.… I said to him, I said— Ced, that’ll be something to tell your grandchildren, that will.… You beat Harry Potter!” Harry couldn’t think of any reply to this, so he remained silent. Fred and George were both scowling again. Cedric looked slightly embarrassed.“Harry fell off his broom, Dad,” he muttered.“I told you… it was an accident.…”“Yes, but you didn’t fall off, did you?” roared Amos genially, slapping his son on his back.“Always modest, our Ced, always the gentleman… but the best man won, I’m sure Harry’d say the same, wouldn’t you, eh? One falls off his broom, one stays on, you don’t need to be a genius to tell which one’s the better flier!”“Must be nearly time,” said Mr. Weasley quickly, pulling out his watch again.“Do you know whether we’re waiting for any more, Amos?”“No, the Lovegoods have been there for a week already and the Fawcetts couldn’t get tickets,” said Mr. Diggory.“There aren’t any more of us in this area, are there?”“Not that I know of,” said Mr. Weasley.“Yes, it’s a minute off.… We’d better get ready.…” He looked around at Harry and Hermione.“You just need to touch the Portkey, that’s all, a finger will do—” With difficulty, owing to their bulky backpacks, the nine of them crowded around the old boot held",Amos Diggory
“Not exactly.”,52866,52870,True,209:Martin.?,"being with an extraordinary feeling. It was as if every single one of his hollow bones, every feather shaft brimmed with this feeling of transcendent power. Joy filled him, a joy such as he had never felt since perhaps the first time he had ever flown. But how he got this coal was still a mystery to him. He flew back to the ridge where the buckets were. Martin was beside him.“You were spectacular, Soren. I was so nervous when I saw that crown fire break and then when we saw you getting sucked up, I nearly went yeep.”“But what happened?” Soren asked. They were to stay on the ridge until the rest of the chaw returned.“You mean to tell me you don’t know?”“Not exactly.”“You did a reverse loop to escape the pull and as you were coming out of it this coal flew by. Bubo said he never saw a coal of that size go up so high, but you caught it! Caught it on the loop, Soren. I mean it was better flying than anything Ruby has ever done. It was absolutely spectacular.”“Great Glaux, I wish I’d seen it,” Soren said. Martin hooted loudly.“You did it, Soren! You did it!” Otulissa flew in next with Ruby and Poot. She had a full beak and dumped the coals into the bucket.“I got one! I got one!” And then she stopped and looked up, genuinely modest now.“But, Soren,",Martin
"“Merlin’s beard,”",23814,23819,True,239:Amos Diggory.?,"Mr. Weasley.“We live just on the other side of the village there. You?”“Had to get up at two, didn’t we, Ced? I tell you, I’ll be glad when he’s got his Apparition test. Still… not complaining… Quidditch World Cup, wouldn’t miss it for a sackful of Galleons— and the tickets cost about that. Mind you, looks like I got off easy.…” Amos Diggory peered good- naturedly around at the three Weasley boys, Harry, Hermione, and Ginny.“All these yours, Arthur?”“Oh no, only the redheads,” said Mr. Weasley, pointing out his children.“This is Hermione, friend of Ron’s— and Harry, another friend—”“Merlin’s beard,” said Amos Diggory, his eyes widening.“Harry? Harry Potter?”“Er— yeah,” said Harry. Harry was used to people looking curiously at him when they met him, used to the way their eyes moved at once to the lightning scar on his forehead, but it always made him feel uncomfortable.“Ced’s talked about you, of course,” said Amos Diggory.“Told us all about playing against you last year.… I said to him, I said— Ced, that’ll be something to tell your grandchildren, that will.… You beat Harry Potter!” Harry couldn’t think of any reply to this, so he remained silent. Fred and George were both scowling again. Cedric looked slightly embarrassed.“Harry fell",Amos Diggory
“You won’t say no?,220439,220469,True,5534:the Death Eaters.?,"were floating, dreaming… just answer no… say no… just answer no.… I will not, said a stronger voice, in the back of his head, I won’t answer.… Just answer no.… I won’t do it, I won’t say it.… Just answer no.…“I WON’T!” And these words burst from Harry’s mouth; they echoed through the graveyard, and the dream state was lifted as suddenly as though cold water had been thrown over him— back rushed the aches that the Cruciatus Curse had left all over his body— back rushed the realization of where he was, and what he was facing.…“You won’t?” said Voldemort quietly, and the Death Eaters were not laughing now.“You won’t say no? Harry, obedience is a virtue I need to teach you before you die.… Perhaps another little dose of pain?” Voldemort raised his wand, but this time Harry was ready; with the reflexes born of his Quidditch training, he flung himself sideways onto the ground; he rolled behind the marble headstone of Voldemort’s father, and he heard it crack as the curse missed him.“We are not playing hide- and- seek, Harry,” said Voldemort’s soft, cold voice, drawing nearer, as the Death Eaters laughed.“You can not hide from me. Does this mean you are tired of our duel? Does this mean that you would prefer me to finish it now, Harry? Come out, Harry… come out and play, then… it will be quick… it might even be painless… I would not know… I have never died.…”",the Death Eaters
"“It is too’ eavy,",133686,133699,True,439:Fleur.F,"Canary Cream concealed in the center, and George confided to Harry that he and Fred were now working on developing something else. Harry made a mental note never to accept so much as a crisp from Fred and George in future. He still hadn’t forgotten Dudley and the Ton- Tongue Toffee. Snow was falling thickly upon the castle and its grounds now. The pale blue Beauxbatons carriage looked like a large, chilly, frosted pumpkin next to the iced gingerbread house that was Hagrid’s cabin, while the Durmstrang ship’s portholes were glazed with ice, the rigging white with frost. The house- elves down in the kitchen were outdoing themselves with a series of rich, warming stews and savory puddings, and only Fleur Delacour seemed to be able to find anything to complain about.“It is too’ eavy, all zis’ Ogwarts food,” they heard her saying grumpily as they left the Great Hall behind her one evening(Ron skulking behind Harry, keen not to be spotted by Fleur).“I will not fit into my dress robes!”“Oooh there’s a tragedy,” Hermione snapped as Fleur went out into the entrance hall.“She really thinks a lot of herself, that one, doesn’t she?”“Hermione— who are you going to the ball with?” said Ron. He kept springing this question on her, hoping to startle her into a response by asking it when she least expected it. However, Hermione merely frowned and said,“I’m not telling you, you’ll just make fun of me.”“You’re joking, Weasley!” said",Fleur
“I don’t think that eye should be allowed!”,139420,139431,True,363:Parvati.F,"that the champions were no longer the center of attention. Neville and Ginny were dancing nearby— he could see Ginny wincing frequently as Neville trod on her feet— and Dumbledore was waltzing with Madame Maxime. He was so dwarfed by her that the top of his pointed hat barely tickled her chin; however, she moved very gracefully for a woman so large. Mad- Eye Moody was doing an extremely ungainly two- step with Professor Sinistra, who was nervously avoiding his wooden leg.“Nice socks, Potter,” Moody growled as he passed, his magical eye staring through Harry’s robes.“Oh— yeah, Dobby the house- elf knitted them for me,” said Harry, grinning.“He is so creepy!” Parvati whispered as Moody clunked away.“I don’t think that eye should be allowed!” Harry heard the final, quavering note from the bagpipe with relief. The Weird Sisters stopped playing, applause filled the hall once more, and Harry let go of Parvati at once.“Let’s sit down, shall we?”“Oh— but— this is a really good one!” Parvati said as the Weird Sisters struck up a new song, which was much faster.“No, I don’t like it,” Harry lied, and he led her away from the dance floor, past Fred and Angelina, who were dancing so exhuberantly that people around them were backing away in fear of injury, and over to the table where Ron and Padma were sitting.“How’s it going?” Harry asked Ron, sitting down and opening a bottle of",Parvati
“Come on!”,139125,139129,True,363:Parvati.F,"asked the students to do the same. Then, with a wave of his wand, all the tables zoomed back along the walls leaving the floor clear, and then he conjured a raised platform into existence along the right wall. A set of drums, several guitars, a lute, a cello, and some bagpipes were set upon it. The Weird Sisters now trooped up onto the stage to wildly enthusiastic applause; they were all extremely hairy and dressed in black robes that had been artfully ripped and torn. They picked up their instruments, and Harry, who had been so interested in watching them that he had almost forgotten what was coming, suddenly realized that the lanterns on all the other tables had gone out, and that the other champions and their partners were standing up.“Come on!” Parvati hissed.“We’re supposed to dance!” Harry tripped over his dress robes as he stood up. The Weird Sisters struck up a slow, mournful tune; Harry walked onto the brightly lit dance floor, carefully avoiding catching anyone’s eye(he could see Seamus and Dean waving at him and sniggering), and next moment, Parvati had seized his hands, placed one around her waist, and was holding the other tightly in hers. It wasn’t as bad as it could have been, Harry thought, revolving slowly on the spot(Parvati was steering). He kept his eyes fixed over the heads of the watching people, and very soon many of them too had come onto the dance floor, so that the champions were no longer the center of attention",Parvati
"Just don’t stand around,",21075,21096,True,175:Matron.?,"sound. Soon, he came to another hollow. Like most, this hollow had both an inside and an outside entrance so that one could either fly in or walk in from one of the many inner pathways through the trunk of the tree. He peeked in. He saw the Short- eared Owl called Matron who had led them to their own hollow. She was bustling about, plucking down from her own breast and tucking it in around an owl.“Now, now, dear, we know you did your best.”“But what will Mum and Da think?” For a moment Soren’s gizzard gave a lurch. Could this little owl be Eglantine?“They will think that you were a brave little Pygmy Owl,” Matron replied. Soren sighed.“What are you doing out there? Just don’t stand around, come in and make yourself useful,” Matron called. Soren came slowly into the hollow. The little owl was nearly as small as Gylfie; she was very fluffy, although she smelled of soot and some of her feathers were singed.“Now what did you say your name was, dear?” Matron bent over the Pygmy Owl.“Primrose.”“Yes. Primrose here lost her nest.”“The whole tree,” gulped the little owl.“Yes, indeed. See, her parents had gone off to fight in the borderlands skirmishes, and they had left her all safe and sound.”“I was supposed to be sitting the two new eggs. Mum was really only off hunting, not fighting. She was going to be right back.”“What happened?” Soren",Matron
“Made a potion… got his body back.…”,224110,224121,True,1763:the man.M,", taking him back to the castle. Across the lawn, past the lake and the Durmstrang ship, Harry heard nothing but the heavy breathing of the man helping him walk.“What happened, Harry?” the man asked at last as he lifted Harry up the stone steps. Clunk. Clunk. Clunk. It was Mad- Eye Moody.“Cup was a Portkey,” said Harry as they crossed the entrance hall.“Took me and Cedric to a graveyard… and Voldemort was there… Lord Voldemort…” Clunk. Clunk. Clunk. Up the marble stairs…“The Dark Lord was there? What happened then?”“Killed Cedric… they killed Cedric.…”“And then?” Clunk. Clunk. Clunk. Along the corridor…“Made a potion… got his body back.…”“The Dark Lord got his body back? He’s returned?”“And the Death Eaters came… and then we dueled.…”“You dueled with the Dark Lord?”“Got away… my wand… did something funny.… I saw my mum and dad… they came out of his wand.…”“In here, Harry… in here, and sit down.… You’ll be all right now… drink this.…” Harry heard a key scrape in a lock and felt a cup being pushed into his hands.“Drink it… you’ll feel better… come on, now, Harry, I need to know exactly what happened.…” Moody helped tip the stuff down Harry’s throat; he coughed, a peppery",the man
"“That’s more what I thought Care of Magical Creatures would be like… proper creatures like unicorns,",146293,146317,True,363:Parvati.F,"was young.… None of the mummies and daddies are going to like this at all.… They’ll be worried he’ll eat their kids, ha, ha.…”“You—”“Are you paying attention over there?” Professor Grubbly- Plank’s voice carried over to the boys; the girls were all clustered around the unicorn now, stroking it. Harry was so angry that the Daily Prophet article shook in his hands as he turned to stare unseeingly at the unicorn, whose many magical properties Professor Grubbly- Plank was now enumerating in a loud voice, so that the boys could hear too.“I hope she stays, that woman!” said Parvati Patil when the lesson had ended and they were all heading back to the castle for lunch.“That’s more what I thought Care of Magical Creatures would be like… proper creatures like unicorns, not monsters.…”“What about Hagrid?” Harry said angrily as they went up the steps.“What about him?” said Parvati in a hard voice.“He can still be gamekeeper, can’t he?” Parvati had been very cool toward Harry since the ball. He supposed that he ought to have paid her a bit more attention, but she seemed to have had a good time all the same. She was certainly telling anybody who would listen that she had made arrangements to meet the boy from Beauxbatons in Hogsmeade on the next weekend trip.“That was a really good lesson,” said Hermione as they entered the Great Hall.“I didn’t know half the things Professor Grubbly- Plank told us about uni—”“Look at this!” Harry snarled",Parvati
it is!”,124393,124403,True,3094:the squealing elf.?,"began to squirm, chuckling, and suddenly turned into a large green door handle. Hermione seized it, pulled the door open, and pushed Harry hard in the back, forcing him inside. He had one brief glimpse of an enormous, high- ceilinged room, large as the Great Hall above it, with mounds of glittering brass pots and pans heaped around the stone walls, and a great brick fireplace at the other end, when something small hurtled toward him from the middle of the room, squealing,“Harry Potter, sir! Harry Potter!” Next second all the wind had been knocked out of him as the squealing elf hit him hard in the midriff, hugging him so tightly he thought his ribs would break.“D- Dobby?” Harry gasped.“It is Dobby, sir, it is!” squealed the voice from somewhere around his navel.“Dobby has been hoping and hoping to see Harry Potter, sir, and Harry Potter has come to see him, sir!” Dobby let go and stepped back a few paces, beaming up at Harry, his enormous, green, tennis- ball- shaped eyes brimming with tears of happiness. He looked almost exactly as Harry remembered him; the pencil- shaped nose, the batlike ears, the long fingers and feet— all except the clothes, which were very different. When Dobby had worked for the Malfoys, he had always worn the same filthy old pillowcase. Now, however, he was wearing the strangest assortment of garments Harry had ever seen; he had done an even worse job of dressing himself than the wizards",the squealing elf
"“Good- bye,’ Arry,”",241474,241482,True,439:Fleur.F,"leafy, its flower beds a riot of color, when he arrived there that evening. The thought gave him no pleasure at all.“’ Arry!” He looked around. Fleur Delacour was hurrying up the stone steps into the castle. Beyond her, far across the grounds, Harry could see Hagrid helping Madame Maxime to back two of the giant horses into their harness. The Beauxbatons carriage was about to take off.“We will see each uzzer again, I’ ope,” said Fleur as she reached him, holding out her hand.“I am’ oping to get a job’ ere, to improve my Eenglish.”“It’s very good already,” said Ron in a strangled sort of voice. Fleur smiled at him; Hermione scowled.“Good- bye,’ Arry,” said Fleur, turning to go.“It’ az been a pleasure meeting you!” Harry’s spirits couldn’t help but lift slightly as he watched Fleur hurry back across the lawns to Madame Maxime, her silvery hair rippling in the sunlight.“Wonder how the Durmstrang students are getting back,” said Ron.“D’you reckon they can steer that ship without Karkaroff?”“Karkaroff did not steer,” said a gruff voice.“He stayed in his cabin and let us do the vork.” Krum had come to say good- bye to Hermione.“Could I have a vord?” he asked her.“Oh… yes… all right,” said Hermione, looking slightly flustered, and following Krum through the crowd and out of sight.",Fleur
